action_id,entity_id,action_type,effort_hours,expected_lift_pct,status
ACT0001,DEA030,escalate,15,2.8,Proposed
ACT0002,DEA001,validate,21,8.9,Proposed
ACT0003,DEA036,validate,11,21.9,In Review
ACT0004,DEA013,validate,29,3.2,Ready
ACT0005,DEA027,document,33,2.4,Proposed
ACT0006,DEA025,prioritize,31,14.8,Complete
ACT0007,DEA017,escalate,5,11.7,In Review
ACT0008,DEA016,monitor,30,8.0,Ready
ACT0009,DEA018,automate,18,10.1,Ready
ACT0010,DEA010,validate,39,3.5,In Review
ACT0011,DEA030,automate,43,11.6,Proposed
ACT0012,DEA017,automate,2,18.2,Proposed
ACT0013,DEA031,validate,3,17.6,Ready
ACT0014,DEA007,validate,21,20.5,Complete
ACT0015,DEA019,prioritize,39,14.4,Complete
ACT0016,DEA003,automate,9,13.8,Proposed
ACT0017,DEA030,prioritize,36,17.9,Complete
ACT0018,DEA014,document,36,3.0,Proposed
ACT0019,DEA010,document,12,10.3,Ready
ACT0020,DEA032,automate,25,19.2,Complete
ACT0021,DEA016,validate,15,23.4,Proposed
ACT0022,DEA009,validate,17,10.1,Proposed
ACT0023,DEA012,escalate,40,9.4,Ready
ACT0024,DEA014,document,30,10.8,Complete
ACT0025,DEA024,monitor,30,9.3,Proposed
ACT0026,DEA032,escalate,11,14.6,Complete
ACT0027,DEA026,document,17,23.2,Proposed
ACT0028,DEA002,automate,18,9.7,In Review
ACT0029,DEA023,document,27,14.4,In Review
ACT0030,DEA003,escalate,7,23.6,In Review
ACT0031,DEA031,monitor,33,7.0,Proposed
ACT0032,DEA014,monitor,39,3.3,Ready
ACT0033,DEA014,validate,30,20.6,Ready
ACT0034,DEA035,automate,10,21.0,Ready
ACT0035,DEA001,monitor,32,17.1,Proposed
ACT0036,DEA035,validate,8,6.8,Ready
ACT0037,DEA016,monitor,28,10.5,Complete
ACT0038,DEA020,document,6,23.3,Ready
ACT0039,DEA001,monitor,28,4.0,Proposed
ACT0040,DEA028,escalate,27,11.0,Proposed
ACT0041,DEA024,escalate,19,11.1,Ready
ACT0042,DEA028,document,43,19.2,Ready
ACT0043,DEA013,validate,38,9.0,Proposed
ACT0044,DEA022,automate,15,4.5,Complete
ACT0045,DEA033,automate,27,4.2,In Review
ACT0046,DEA010,document,16,7.1,Complete
ACT0047,DEA011,automate,19,23.5,Proposed
ACT0048,DEA003,prioritize,14,2.9,Ready
ACT0049,DEA013,automate,21,9.2,In Review
ACT0050,DEA024,validate,20,20.7,Complete
ACT0051,DEA025,prioritize,34,23.8,In Review
ACT0052,DEA024,escalate,17,22.2,Proposed
ACT0053,DEA013,prioritize,4,7.9,Complete
ACT0054,DEA020,automate,9,17.7,Ready
ACT0055,DEA031,escalate,36,23.8,Complete
ACT0056,DEA022,prioritize,29,4.0,Complete
ACT0057,DEA032,document,7,6.6,Proposed
ACT0058,DEA023,monitor,12,15.1,Ready
ACT0059,DEA014,prioritize,22,9.9,In Review
ACT0060,DEA035,validate,5,16.2,Ready
ACT0061,DEA004,document,15,4.2,Proposed
ACT0062,DEA025,prioritize,15,5.7,Ready
ACT0063,DEA025,document,41,6.9,Proposed
ACT0064,DEA031,automate,3,21.1,Proposed
ACT0065,DEA028,validate,12,18.8,Proposed
ACT0066,DEA019,validate,20,6.9,Proposed
ACT0067,DEA012,validate,3,19.4,Complete
ACT0068,DEA021,automate,44,7.1,In Review
ACT0069,DEA020,document,33,18.1,In Review
ACT0070,DEA032,validate,27,6.5,Complete
ACT0071,DEA020,escalate,2,18.5,Proposed
ACT0072,DEA021,validate,13,8.7,Ready
ACT0073,DEA021,validate,26,4.7,In Review
ACT0074,DEA026,validate,33,14.3,Ready
ACT0075,DEA035,automate,31,17.0,Proposed
ACT0076,DEA007,escalate,33,5.4,Proposed
ACT0077,DEA015,prioritize,3,4.1,Proposed
ACT0078,DEA029,document,11,16.8,In Review
ACT0079,DEA021,monitor,33,17.3,Complete
ACT0080,DEA012,escalate,14,7.3,Complete
ACT0081,DEA002,automate,8,17.7,Complete
ACT0082,DEA016,monitor,18,10.2,Proposed
ACT0083,DEA008,escalate,28,18.6,Proposed
ACT0084,DEA010,monitor,25,20.7,Complete
ACT0085,DEA013,monitor,5,8.9,Ready
ACT0086,DEA021,automate,22,9.8,Proposed
ACT0087,DEA030,prioritize,27,9.4,Ready
ACT0088,DEA021,prioritize,40,13.0,Ready
ACT0089,DEA026,automate,16,17.4,Complete
ACT0090,DEA020,validate,14,22.6,In Review
ACT0091,DEA005,document,26,12.4,Proposed
ACT0092,DEA030,document,39,23.2,In Review
ACT0093,DEA001,escalate,31,17.5,In Review
ACT0094,DEA016,validate,17,23.4,Proposed
ACT0095,DEA024,escalate,32,8.3,Complete
ACT0096,DEA015,escalate,30,19.0,Proposed
ACT0097,DEA029,monitor,37,2.3,In Review
ACT0098,DEA001,validate,10,22.9,Ready
ACT0099,DEA013,prioritize,12,13.5,Ready
ACT0100,DEA018,validate,2,10.3,Proposed
ACT0101,DEA005,validate,16,8.4,Complete
ACT0102,DEA036,document,13,12.6,Proposed
ACT0103,DEA031,document,40,18.7,Complete
ACT0104,DEA029,document,36,9.1,Proposed
ACT0105,DEA008,monitor,17,22.0,Ready
ACT0106,DEA027,monitor,42,18.8,Proposed
ACT0107,DEA017,escalate,33,8.5,In Review
ACT0108,DEA014,document,27,4.1,Ready
ACT0109,DEA006,document,16,22.5,In Review
ACT0110,DEA025,validate,30,17.9,Complete
ACT0111,DEA019,document,10,20.6,Proposed
ACT0112,DEA017,escalate,5,13.5,Proposed
ACT0113,DEA006,escalate,10,4.3,Complete
ACT0114,DEA012,prioritize,33,21.9,Complete
ACT0115,DEA003,document,14,13.6,Complete
ACT0116,DEA017,validate,29,21.7,Complete
ACT0117,DEA007,prioritize,11,23.5,In Review
ACT0118,DEA018,automate,7,9.5,Ready
ACT0119,DEA034,prioritize,18,21.9,Ready
ACT0120,DEA008,prioritize,39,5.4,In Review
ACT0121,DEA031,document,26,12.5,Proposed
ACT0122,DEA031,monitor,24,22.3,Complete
ACT0123,DEA027,validate,23,22.0,Proposed
ACT0124,DEA017,monitor,6,20.2,Ready
ACT0125,DEA003,monitor,31,12.8,Ready
ACT0126,DEA018,prioritize,39,3.1,Proposed
ACT0127,DEA002,document,8,23.8,In Review
ACT0128,DEA032,escalate,17,14.7,In Review
ACT0129,DEA024,document,35,9.1,Complete
ACT0130,DEA030,document,12,14.3,In Review
ACT0131,DEA023,automate,33,19.9,Proposed
ACT0132,DEA011,escalate,38,13.3,Complete
ACT0133,DEA036,automate,21,3.3,Ready
ACT0134,DEA017,automate,9,6.4,Ready
ACT0135,DEA035,automate,21,9.4,Proposed
ACT0136,DEA031,validate,21,16.7,Ready
ACT0137,DEA017,monitor,16,6.2,Complete
ACT0138,DEA005,prioritize,29,6.4,Complete
ACT0139,DEA010,document,40,3.8,Complete
ACT0140,DEA007,prioritize,29,7.6,In Review
ACT0141,DEA008,automate,36,4.5,Proposed
ACT0142,DEA027,automate,39,16.1,In Review
ACT0143,DEA004,escalate,6,22.5,In Review
ACT0144,DEA005,document,13,15.2,Proposed
ACT0145,DEA015,automate,23,7.3,In Review
ACT0146,DEA002,escalate,22,16.9,Ready
ACT0147,DEA024,validate,20,20.3,In Review
ACT0148,DEA007,escalate,44,22.9,Ready
ACT0149,DEA008,monitor,12,21.5,Ready
ACT0150,DEA033,prioritize,40,22.1,In Review
ACT0151,DEA005,automate,35,4.5,Proposed
ACT0152,DEA036,automate,8,11.1,Proposed
ACT0153,DEA034,prioritize,8,6.8,Ready
ACT0154,DEA014,automate,16,9.7,Proposed
ACT0155,DEA023,prioritize,35,10.7,Proposed
ACT0156,DEA016,validate,16,20.6,Ready
ACT0157,DEA006,automate,25,20.8,In Review
ACT0158,DEA030,monitor,4,18.9,Ready
ACT0159,DEA035,automate,14,8.1,Ready
ACT0160,DEA007,validate,11,11.0,In Review
ACT0161,DEA003,prioritize,4,22.9,Ready
ACT0162,DEA020,prioritize,8,13.4,Ready
ACT0163,DEA029,escalate,3,7.7,Proposed
ACT0164,DEA030,prioritize,7,3.6,Proposed
ACT0165,DEA024,escalate,43,19.7,Ready
ACT0166,DEA014,automate,19,23.2,Proposed
ACT0167,DEA011,automate,10,15.2,Ready
ACT0168,DEA024,automate,28,9.9,Proposed
ACT0169,DEA008,validate,7,11.1,Ready
ACT0170,DEA028,automate,6,5.2,In Review
ACT0171,DEA010,escalate,38,3.9,Ready
ACT0172,DEA010,document,42,2.4,In Review
ACT0173,DEA030,prioritize,8,11.2,Proposed
ACT0174,DEA023,automate,23,10.6,Ready
ACT0175,DEA003,validate,31,20.8,Proposed
ACT0176,DEA033,automate,6,13.5,Complete
ACT0177,DEA035,validate,24,10.5,Complete
ACT0178,DEA019,automate,11,21.6,Proposed
ACT0179,DEA012,automate,43,20.0,Ready
ACT0180,DEA024,document,39,12.7,Ready
ACT0181,DEA020,escalate,31,11.9,Complete
ACT0182,DEA029,prioritize,31,13.7,Proposed
ACT0183,DEA027,automate,37,8.1,Complete
ACT0184,DEA030,validate,20,12.3,Complete
ACT0185,DEA018,escalate,24,15.8,Ready
ACT0186,DEA023,validate,19,12.1,Proposed
ACT0187,DEA031,automate,31,19.9,In Review
ACT0188,DEA005,automate,32,17.3,Complete
ACT0189,DEA013,automate,37,11.9,In Review
ACT0190,DEA011,prioritize,22,6.2,Complete
ACT0191,DEA014,monitor,6,13.1,Proposed
ACT0192,DEA008,document,5,18.0,Ready
ACT0193,DEA005,document,6,16.3,In Review
ACT0194,DEA031,monitor,10,7.3,Proposed
ACT0195,DEA020,monitor,36,3.7,Complete
ACT0196,DEA007,validate,14,3.6,Complete
ACT0197,DEA013,prioritize,30,3.4,Ready
ACT0198,DEA006,escalate,5,14.5,In Review
ACT0199,DEA021,automate,9,14.3,In Review
ACT0200,DEA027,automate,37,7.5,In Review
ACT0201,DEA008,document,20,2.7,Proposed
ACT0202,DEA009,monitor,39,8.9,In Review
ACT0203,DEA001,validate,41,13.2,In Review
ACT0204,DEA006,monitor,5,21.0,Proposed
ACT0205,DEA015,prioritize,16,21.3,Ready
ACT0206,DEA036,escalate,30,16.1,In Review
ACT0207,DEA003,document,9,22.1,Ready
ACT0208,DEA019,monitor,21,16.4,Proposed
ACT0209,DEA015,escalate,16,8.8,Ready
ACT0210,DEA027,validate,19,17.2,In Review
ACT0211,DEA020,monitor,44,8.0,Ready
ACT0212,DEA012,automate,23,14.4,Proposed
ACT0213,DEA036,validate,42,20.2,Complete
ACT0214,DEA018,prioritize,17,20.6,Proposed
ACT0215,DEA015,escalate,4,15.2,Proposed
ACT0216,DEA009,automate,26,9.2,Proposed
ACT0217,DEA005,escalate,10,11.2,Ready
ACT0218,DEA026,automate,30,22.8,Ready
ACT0219,DEA033,escalate,9,5.8,Complete
ACT0220,DEA023,escalate,28,5.1,Complete
